"PassengerId","Survived","Pclass","Sex","NameTitle","NameTitle2","Age","SibSp","Parch","Total","ParTog","ChiTog","SibTog","Role","Ticket","Fare","Embarked"
564,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","SOTON/OQ 392082",8.05,"S"
565,"D","C","female","Miss.","Miss.",22,0,0,1,"N","N","N","N","SOTON/O.Q. 392087",8.05,"S"
566,"D","C","male","Mr.","Mr.",24,2,0,3,"N","N","Y","N","A/4 48871",24.15,"S"
567,"D","C","male","Mr.","Mr.",19,0,0,1,"N","N","N","N","349205",7.8958,"S"
568,"D","C","female","Mrs.","Mrs.",29,0,4,5,"N","Y","N","P","349909",21.075,"S"
569,"D","C","male","Mr.","Mr.",25,0,0,1,"N","N","N","N","2686",7.2292,"C"
570,"S","C","male","Mr.","Mr.",32,0,0,1,"N","N","N","N","350417",7.8542,"S"
571,"S","B","male","Mr.","Mr.",62,0,0,1,"N","N","N","N","S.W./PP 752",10.5,"S"
572,"S","A","female","Mrs.","Mrs.",53,2,0,3,"N","N","Y","N","11769",51.4792,"S"
573,"S","A","male","Mr.","Mr.",36,0,0,1,"N","N","N","N","PC 17474",26.3875,"S"
574,"S","C","female","Miss.","Miss.",23,0,0,1,"N","N","N","N","14312",7.75,"Q"
575,"D","C","male","Mr.","Mr.",16,0,0,1,"N","N","N","N","A/4. 20589",8.05,"S"
576,"D","C","male","Mr.","Mr.",19,0,0,1,"N","N","N","N","358585",14.5,"S"
577,"S","B","female","Miss.","Miss.",34,0,0,1,"N","N","N","N","243880",13,"S"
578,"S","A","female","Mrs.","Mrs.",39,1,0,2,"N","N","Y","N","13507",55.9,"S"
579,"D","C","female","Mrs.","Mrs.",26,1,0,2,"N","N","Y","N","2689",14.4583,"C"
580,"S","C","male","Mr.","Mr.",32,0,0,1,"N","N","N","N","STON/O 2. 3101286",7.925,"S"
581,"S","B","female","Miss.","Miss.",25,1,1,3,"N","N","Y","N","237789",30,"S"
582,"S","A","female","Mrs.","Mrs.",39,1,1,3,"N","Y","Y","P","17421",110.8833,"C"
583,"D","B","male","Mr.","Mr.",54,0,0,1,"N","N","N","N","28403",26,"S"
584,"D","A","male","Mr.","Mr.",36,0,0,1,"N","N","N","N","13049",40.125,"C"
585,"D","C","male","Mr.","Mr.",25,0,0,1,"N","N","N","N","3411",8.7125,"C"
586,"S","A","female","Miss.","Miss.",18,0,2,3,"Y","N","N","C","110413",79.65,"S"
587,"D","B","male","Mr.","Mr.",47,0,0,1,"N","N","N","N","237565",15,"S"
588,"S","A","male","Mr.","Mr.",60,1,1,3,"Y","N","Y","C","13567",79.2,"C"
589,"D","C","male","Mr.","Mr.",22,0,0,1,"N","N","N","N","14973",8.05,"S"
590,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","A./5. 3235",8.05,"S"
591,"D","C","male","Mr.","Mr.",35,0,0,1,"N","N","N","N","STON/O 2. 3101273",7.125,"S"
592,"S","A","female","Mrs.","Mrs.",52,1,0,2,"N","N","Y","N","36947",78.2667,"C"
593,"D","C","male","Mr.","Mr.",47,0,0,1,"N","N","N","N","A/5 3902",7.25,"S"
594,"D","C","female","Miss.","Miss.",9,0,2,3,"Y","N","N","C","364848",7.75,"Q"
595,"D","B","male","Mr.","Mr.",37,1,0,2,"N","N","Y","N","SC/AH 29037",26,"S"
596,"D","C","male","Mr.","Mr.",36,1,1,3,"N","Y","Y","P","345773",24.15,"S"
597,"S","B","female","Miss.","Miss.",27,0,0,1,"N","N","N","N","248727",33,"S"
598,"D","C","male","Mr.","Mr.",49,0,0,1,"N","N","N","N","LINE",0,"S"
599,"D","C","male","Mr.","Mr.",25,0,0,1,"N","N","N","N","2664",7.225,"C"
600,"S","A","male","Sir.","Mr.",49,1,0,2,"N","N","Y","N","PC 17485",56.9292,"C"
601,"S","B","female","Mrs.","Mrs.",24,2,1,4,"Y","N","Y","C","243847",27,"S"
602,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","349214",7.8958,"S"
603,"D","A","male","Mr.","Mr.",41,0,0,1,"N","N","N","N","113796",42.4,"S"
604,"D","C","male","Mr.","Mr.",44,0,0,1,"N","N","N","N","364511",8.05,"S"
605,"S","A","male","Mr.","Mr.",35,0,0,1,"N","N","N","N","111426",26.55,"C"
606,"D","C","male","Mr.","Mr.",36,1,0,2,"N","N","Y","N","349910",15.55,"S"
607,"D","C","male","Mr.","Mr.",30,0,0,1,"N","N","N","N","349246",7.8958,"S"
608,"S","A","male","Mr.","Mr.",27,0,0,1,"N","N","N","N","113804",30.5,"S"
609,"S","B","female","Mrs.","Mrs.",22,1,2,4,"N","Y","Y","P","SC/Paris 2123",41.5792,"C"
610,"S","A","female","Miss.","Miss.",40,0,0,1,"N","N","N","N","PC 17582",153.4625,"S"
611,"D","C","female","Mrs.","Mrs.",39,1,5,7,"N","Y","Y","P","347082",31.275,"S"
612,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","SOTON/O.Q. 3101305",7.05,"S"
613,"S","C","female","Miss.","Miss.",23,1,0,2,"N","N","Y","N","367230",15.5,"Q"
614,"D","C","male","Mr.","Mr.",37,0,0,1,"N","N","N","N","370377",7.75,"Q"
615,"D","C","male","Mr.","Mr.",35,0,0,1,"N","N","N","N","364512",8.05,"S"
616,"S","B","female","Miss.","Miss.",24,1,2,4,"Y","N","Y","C","220845",65,"S"
617,"D","C","male","Mr.","Mr.",34,1,1,3,"N","Y","Y","P","347080",14.4,"S"
618,"D","C","female","Mrs.","Mrs.",26,1,0,2,"N","N","Y","N","A/5. 3336",16.1,"S"
619,"S","B","female","Miss.","Miss.",4,2,1,4,"Y","N","Y","C","230136",39,"S"
620,"D","B","male","Mr.","Mr.",26,0,0,1,"N","N","N","N","31028",10.5,"S"
621,"D","C","male","Mr.","Mr.",27,1,0,2,"N","N","Y","N","2659",14.4542,"C"
622,"S","A","male","Mr.","Mr.",42,1,0,2,"N","N","Y","N","11753",52.5542,"S"
623,"S","C","male","Mr.","Mr.",20,1,1,3,"N","Y","Y","P","2653",15.7417,"C"
624,"D","C","male","Mr.","Mr.",21,0,0,1,"N","N","N","N","350029",7.8542,"S"
625,"D","C","male","Mr.","Mr.",21,0,0,1,"N","N","N","N","54636",16.1,"S"
626,"D","A","male","Mr.","Mr.",61,0,0,1,"N","N","N","N","36963",32.3208,"S"
627,"D","B","male","Rev.","Rev.",57,0,0,1,"N","N","N","N","219533",12.35,"Q"
628,"S","A","female","Miss.","Miss.",21,0,0,1,"N","N","N","N","13502",77.9583,"S"
629,"D","C","male","Mr.","Mr.",26,0,0,1,"N","N","N","N","349224",7.8958,"S"
630,"D","C","male","Mr.","Mr.",37,0,0,1,"N","N","N","N","334912",7.7333,"Q"
631,"S","A","male","Mr.","Mr.",80,0,0,1,"N","N","N","N","27042",30,"S"
632,"D","C","male","Mr.","Mr.",51,0,0,1,"N","N","N","N","347743",7.0542,"S"
633,"S","A","male","Dr.","Dr.",32,0,0,1,"N","N","N","N","13214",30.5,"C"
634,"D","A","male","Mr.","Mr.",41,0,0,1,"N","N","N","N","112052",0,"S"
635,"D","C","female","Miss.","Miss.",9,3,2,6,"Y","N","Y","C","347088",27.9,"S"
636,"S","B","female","Miss.","Miss.",28,0,0,1,"N","N","N","N","237668",13,"S"
637,"D","C","male","Mr.","Mr.",32,0,0,1,"N","N","N","N","STON/O 2. 3101292",7.925,"S"
638,"D","B","male","Mr.","Mr.",31,1,1,3,"N","Y","Y","P","C.A. 31921",26.25,"S"
639,"D","C","female","Mrs.","Mrs.",41,0,5,6,"N","Y","N","P","3101295",39.6875,"S"
640,"D","C","male","Mr.","Mr.",28,1,0,2,"N","N","Y","N","376564",16.1,"S"
641,"D","C","male","Mr.","Mr.",20,0,0,1,"N","N","N","N","350050",7.8542,"S"
642,"S","A","female","Mlle.","Miss.",24,0,0,1,"N","N","N","N","PC 17477",69.3,"C"
643,"D","C","female","Miss.","Miss.",2,3,2,6,"Y","N","Y","C","347088",27.9,"S"
644,"S","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","1601",56.4958,"S"
645,"S","C","female","Miss.","Miss.",1,2,1,4,"Y","N","Y","C","2666",19.2583,"C"
646,"S","A","male","Mr.","Mr.",48,1,0,2,"N","N","Y","N","PC 17572",76.7292,"C"
647,"D","C","male","Mr.","Mr.",19,0,0,1,"N","N","N","N","349231",7.8958,"S"
648,"S","A","male","Col.","Mr.",56,0,0,1,"N","N","N","N","13213",35.5,"C"
649,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","S.O./P.P. 751",7.55,"S"
650,"S","C","female","Miss.","Miss.",23,0,0,1,"N","N","N","N","CA. 2314",7.55,"S"
651,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","349221",7.8958,"S"
652,"S","B","female","Miss.","Miss.",18,0,1,2,"Y","N","N","C","231919",23,"S"
653,"D","C","male","Mr.","Mr.",21,0,0,1,"N","N","N","N","8475",8.4333,"S"
654,"S","C","female","Miss.","Miss.",23,0,0,1,"N","N","N","N","330919",7.8292,"Q"
655,"D","C","female","Miss.","Miss.",18,0,0,1,"N","N","N","N","365226",6.75,"Q"
656,"D","B","male","Mr.","Mr.",24,2,0,3,"N","N","Y","N","S.O.C. 14879",73.5,"S"
657,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","349223",7.8958,"S"
658,"D","C","female","Mrs.","Mrs.",32,1,1,3,"Y","N","Y","C","364849",15.5,"Q"
659,"D","B","male","Mr.","Mr.",23,0,0,1,"N","N","N","N","29751",13,"S"
660,"D","A","male","Mr.","Mr.",58,0,2,3,"N","Y","N","P","35273",113.275,"C"
661,"S","A","male","Dr.","Dr.",50,2,0,3,"N","N","Y","N","PC 17611",133.65,"S"
662,"D","C","male","Mr.","Mr.",40,0,0,1,"N","N","N","N","2623",7.225,"C"
663,"D","A","male","Mr.","Mr.",47,0,0,1,"N","N","N","N","5727",25.5875,"S"
664,"D","C","male","Mr.","Mr.",36,0,0,1,"N","N","N","N","349210",7.4958,"S"
665,"S","C","male","Mr.","Mr.",20,1,0,2,"N","N","Y","N","STON/O 2. 3101285",7.925,"S"
666,"D","B","male","Mr.","Mr.",32,2,0,3,"N","N","Y","N","S.O.C. 14879",73.5,"S"
667,"D","B","male","Mr.","Mr.",25,0,0,1,"N","N","N","N","234686",13,"S"
668,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","312993",7.775,"S"
669,"D","C","male","Mr.","Mr.",43,0,0,1,"N","N","N","N","A/5 3536",8.05,"S"
670,"S","A","female","Mrs.","Mrs.",42,1,0,2,"N","N","Y","N","19996",52,"S"
671,"S","B","female","Mrs.","Mrs.",40,1,1,3,"N","Y","Y","P","29750",39,"S"
672,"D","A","male","Mr.","Mr.",31,1,0,2,"N","N","Y","N","F.C. 12750",52,"S"
673,"D","B","male","Mr.","Mr.",70,0,0,1,"N","N","N","N","C.A. 24580",10.5,"S"
674,"S","B","male","Mr.","Mr.",31,0,0,1,"N","N","N","N","244270",13,"S"
675,"D","B","male","Mr.","Mr.",31,0,0,1,"N","N","N","N","239856",0,"S"
676,"D","C","male","Mr.","Mr.",18,0,0,1,"N","N","N","N","349912",7.775,"S"
677,"D","C","male","Mr.","Mr.",24,0,0,1,"N","N","N","N","342826",8.05,"S"
678,"S","C","female","Miss.","Miss.",18,0,0,1,"N","N","N","N","4138",9.8417,"S"
679,"D","C","female","Mrs.","Mrs.",43,1,6,8,"N","Y","Y","P","CA 2144",46.9,"S"
680,"S","A","male","Mr.","Mr.",36,0,1,2,"Y","N","N","C","PC 17755",512.3292,"C"
681,"D","C","female","Miss.","Miss.",23,0,0,1,"N","N","N","N","330935",8.1375,"Q"
682,"S","A","male","Mr.","Mr.",27,0,0,1,"N","N","N","N","PC 17572",76.7292,"C"
683,"D","C","male","Mr.","Mr.",20,0,0,1,"N","N","N","N","6563",9.225,"S"
684,"D","C","male","Mr.","Mr.",14,5,2,8,"Y","N","Y","C","CA 2144",46.9,"S"
685,"D","B","male","Mr.","Mr.",60,1,1,3,"N","Y","Y","P","29750",39,"S"
686,"D","B","male","Mr.","Mr.",25,1,2,4,"N","Y","Y","P","SC/Paris 2123",41.5792,"C"
687,"D","C","male","Mr.","Mr.",14,4,1,6,"Y","N","Y","C","3101295",39.6875,"S"
688,"D","C","male","Mr.","Mr.",19,0,0,1,"N","N","N","N","349228",10.1708,"S"
689,"D","C","male","Mr.","Mr.",18,0,0,1,"N","N","N","N","350036",7.7958,"S"
690,"S","A","female","Miss.","Miss.",15,0,1,2,"Y","N","N","C","24160",211.3375,"S"
691,"S","A","male","Mr.","Mr.",31,1,0,2,"N","N","Y","N","17474",57,"S"
692,"S","C","female","Miss.","Miss.",4,0,1,2,"Y","N","N","C","349256",13.4167,"C"
693,"S","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","1601",56.4958,"S"
694,"D","C","male","Mr.","Mr.",25,0,0,1,"N","N","N","N","2672",7.225,"C"
695,"D","A","male","Col.","Mr.",60,0,0,1,"N","N","N","N","113800",26.55,"S"
696,"D","B","male","Mr.","Mr.",52,0,0,1,"N","N","N","N","248731",13.5,"S"
697,"D","C","male","Mr.","Mr.",44,0,0,1,"N","N","N","N","363592",8.05,"S"
698,"S","C","female","Miss.","Miss.",23,0,0,1,"N","N","N","N","35852",7.7333,"Q"
699,"D","A","male","Mr.","Mr.",49,1,1,3,"N","Y","Y","P","17421",110.8833,"C"
700,"D","C","male","Mr.","Mr.",42,0,0,1,"N","N","N","N","348121",7.65,"S"
701,"S","A","female","Mrs.","Mrs.",18,1,0,2,"N","N","Y","N","PC 17757",227.525,"C"
702,"S","A","male","Mr.","Mr.",35,0,0,1,"N","N","N","N","PC 17475",26.2875,"S"
703,"D","C","female","Miss.","Miss.",18,0,1,2,"Y","N","N","C","2691",14.4542,"C"
704,"D","C","male","Mr.","Mr.",25,0,0,1,"N","N","N","N","36864",7.7417,"Q"
705,"D","C","male","Mr.","Mr.",26,1,0,2,"N","N","Y","N","350025",7.8542,"S"
706,"D","B","male","Mr.","Mr.",39,0,0,1,"N","N","N","N","250655",26,"S"
707,"S","B","female","Mrs.","Mrs.",45,0,0,1,"N","N","N","N","223596",13.5,"S"
708,"S","A","male","Mr.","Mr.",42,0,0,1,"N","N","N","N","PC 17476",26.2875,"S"
709,"S","A","female","Miss.","Miss.",22,0,0,1,"N","N","N","N","113781",151.55,"S"
710,"S","C","male","Master.","Master.",4,1,1,3,"Y","N","Y","C","2661",15.2458,"C"
711,"S","A","female","Mlle.","Miss.",24,0,0,1,"N","N","N","N","PC 17482",49.5042,"C"
712,"D","A","male","Mr.","Mr.",41,0,0,1,"N","N","N","N","113028",26.55,"S"
713,"S","A","male","Mr.","Mr.",48,1,0,2,"N","N","Y","N","19996",52,"S"
714,"D","C","male","Mr.","Mr.",29,0,0,1,"N","N","N","N","7545",9.4833,"S"
715,"D","B","male","Mr.","Mr.",52,0,0,1,"N","N","N","N","250647",13,"S"
716,"D","C","male","Mr.","Mr.",19,0,0,1,"N","N","N","N","348124",7.65,"S"
717,"S","A","female","Miss.","Miss.",38,0,0,1,"N","N","N","N","PC 17757",227.525,"C"
718,"S","B","female","Miss.","Miss.",27,0,0,1,"N","N","N","N","34218",10.5,"S"
719,"D","C","male","Mr.","Mr.",37,0,0,1,"N","N","N","N","36568",15.5,"Q"
720,"D","C","male","Mr.","Mr.",33,0,0,1,"N","N","N","N","347062",7.775,"S"
721,"S","B","female","Miss.","Miss.",6,0,1,2,"Y","N","N","C","248727",33,"S"
722,"D","C","male","Mr.","Mr.",17,1,0,2,"N","N","Y","N","350048",7.0542,"S"
723,"D","B","male","Mr.","Mr.",34,0,0,1,"N","N","N","N","12233",13,"S"
724,"D","B","male","Mr.","Mr.",50,0,0,1,"N","N","N","N","250643",13,"S"
725,"S","A","male","Mr.","Mr.",27,1,0,2,"N","N","Y","N","113806",53.1,"S"
726,"D","C","male","Mr.","Mr.",20,0,0,1,"N","N","N","N","315094",8.6625,"S"
727,"S","B","female","Mrs.","Mrs.",30,3,0,4,"N","N","Y","N","31027",21,"S"
728,"S","C","female","Miss.","Miss.",23,0,0,1,"N","N","N","N","36866",7.7375,"Q"
729,"D","B","male","Mr.","Mr.",25,1,0,2,"N","N","Y","N","236853",26,"S"
730,"D","C","female","Miss.","Miss.",25,1,0,2,"N","N","Y","N","STON/O2. 3101271",7.925,"S"
731,"S","A","female","Miss.","Miss.",29,0,0,1,"N","N","N","N","24160",211.3375,"S"
732,"D","C","male","Mr.","Mr.",11,0,0,1,"N","N","N","N","2699",18.7875,"C"
733,"D","B","male","Mr.","Mr.",31,0,0,1,"N","N","N","N","239855",0,"S"
734,"D","B","male","Mr.","Mr.",23,0,0,1,"N","N","N","N","28425",13,"S"
735,"D","B","male","Mr.","Mr.",23,0,0,1,"N","N","N","N","233639",13,"S"
736,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","54636",16.1,"S"
737,"D","C","female","Mrs.","Mrs.",48,1,3,5,"N","Y","Y","P","W./C. 6608",34.375,"S"
738,"S","A","male","Mr.","Mr.",35,0,0,1,"N","N","N","N","PC 17755",512.3292,"C"
739,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","349201",7.8958,"S"
740,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","349218",7.8958,"S"
741,"S","A","male","Mr.","Mr.",41,0,0,1,"N","N","N","N","16988",30,"S"
742,"D","A","male","Mr.","Mr.",36,1,0,2,"N","N","Y","N","19877",78.85,"S"
743,"S","A","female","Miss.","Miss.",21,2,2,5,"Y","N","Y","C","PC 17608",262.375,"C"
744,"D","C","male","Mr.","Mr.",24,1,0,2,"N","N","Y","N","376566",16.1,"S"
745,"S","C","male","Mr.","Mr.",31,0,0,1,"N","N","N","N","STON/O 2. 3101288",7.925,"S"
746,"D","A","male","Capt.","Mr.",70,1,1,3,"N","N","Y","N","WE/P 5735",71,"S"
747,"D","C","male","Mr.","Mr.",16,1,1,3,"N","Y","Y","P","C.A. 2673",20.25,"S"
748,"S","B","female","Miss.","Miss.",30,0,0,1,"N","N","N","N","250648",13,"S"
749,"D","A","male","Mr.","Mr.",19,1,0,2,"N","N","Y","N","113773",53.1,"S"
750,"D","C","male","Mr.","Mr.",31,0,0,1,"N","N","N","N","335097",7.75,"Q"
751,"S","B","female","Miss.","Miss.",4,1,1,3,"Y","N","Y","C","29103",23,"S"
752,"S","C","male","Master.","Master.",6,0,1,2,"Y","N","N","C","392096",12.475,"S"
753,"D","C","male","Mr.","Mr.",33,0,0,1,"N","N","N","N","345780",9.5,"S"
754,"D","C","male","Mr.","Mr.",23,0,0,1,"N","N","N","N","349204",7.8958,"S"
755,"S","B","female","Mrs.","Mrs.",48,1,2,4,"N","Y","Y","P","220845",65,"S"
756,"S","B","male","Master.","Master.",1,1,1,3,"Y","N","Y","C","250649",14.5,"S"
757,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","350042",7.7958,"S"
758,"D","B","male","Mr.","Mr.",18,0,0,1,"N","N","N","N","29108",11.5,"S"
759,"D","C","male","Mr.","Mr.",34,0,0,1,"N","N","N","N","363294",8.05,"S"
760,"S","A","female","Countess.","Mrs.",33,0,0,1,"N","N","N","N","110152",86.5,"S"
761,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","358585",14.5,"S"
762,"D","C","male","Mr.","Mr.",41,0,0,1,"N","N","N","N","SOTON/O2 3101272",7.125,"S"
763,"S","C","male","Mr.","Mr.",20,0,0,1,"N","N","N","N","2663",7.2292,"C"
764,"S","A","female","Mrs.","Mrs.",36,1,2,4,"N","Y","Y","P","113760",120,"S"
765,"D","C","male","Mr.","Mr.",16,0,0,1,"N","N","N","N","347074",7.775,"S"
766,"S","A","female","Mrs.","Mrs.",51,1,0,2,"N","N","Y","N","13502",77.9583,"S"
767,"D","A","male","Dr.","Dr.",47,0,0,1,"N","N","N","N","112379",39.6,"C"
768,"D","C","female","Miss.","Miss.",30,0,0,1,"N","N","N","N","364850",7.75,"Q"
769,"D","C","male","Mr.","Mr.",37,1,0,2,"N","N","Y","N","371110",24.15,"Q"
770,"D","C","male","Mr.","Mr.",32,0,0,1,"N","N","N","N","8471",8.3625,"S"
771,"D","C","male","Mr.","Mr.",24,0,0,1,"N","N","N","N","345781",9.5,"S"
772,"D","C","male","Mr.","Mr.",48,0,0,1,"N","N","N","N","350047",7.8542,"S"
773,"D","B","female","Mrs.","Mrs.",57,0,0,1,"N","N","N","N","S.O./P.P. 3",10.5,"S"
774,"D","C","male","Mr.","Mr.",25,0,0,1,"N","N","N","N","2674",7.225,"C"
775,"S","B","female","Mrs.","Mrs.",54,1,3,5,"N","Y","Y","P","29105",23,"S"
776,"D","C","male","Mr.","Mr.",18,0,0,1,"N","N","N","N","347078",7.75,"S"
777,"D","C","male","Mr.","Mr.",37,0,0,1,"N","N","N","N","383121",7.75,"Q"
778,"S","C","female","Miss.","Miss.",5,0,0,1,"N","N","N","N","364516",12.475,"S"
779,"D","C","male","Mr.","Mr.",37,0,0,1,"N","N","N","N","36865",7.7375,"Q"
780,"S","A","female","Mrs.","Mrs.",43,0,1,2,"N","Y","N","P","24160",211.3375,"S"
781,"S","C","female","Miss.","Miss.",13,0,0,1,"N","N","N","N","2687",7.2292,"C"
782,"S","A","female","Mrs.","Mrs.",17,1,0,2,"N","N","Y","N","17474",57,"S"
783,"D","A","male","Mr.","Mr.",29,0,0,1,"N","N","N","N","113501",30,"S"
784,"D","C","male","Mr.","Mr.",34,1,2,4,"N","Y","Y","P","W./C. 6607",23.45,"S"
785,"D","C","male","Mr.","Mr.",25,0,0,1,"N","N","N","N","SOTON/O.Q. 3101312",7.05,"S"
786,"D","C","male","Mr.","Mr.",25,0,0,1,"N","N","N","N","374887",7.25,"S"
787,"S","C","female","Miss.","Miss.",18,0,0,1,"N","N","N","N","3101265",7.4958,"S"
788,"D","C","male","Master.","Master.",8,4,1,6,"Y","N","Y","C","382652",29.125,"Q"
789,"S","C","male","Master.","Master.",1,1,2,4,"Y","N","Y","C","C.A. 2315",20.575,"S"
790,"D","A","male","Mr.","Mr.",46,0,0,1,"N","N","N","N","PC 17593",79.2,"C"
791,"D","C","male","Mr.","Mr.",37,0,0,1,"N","N","N","N","12460",7.75,"Q"
792,"D","B","male","Mr.","Mr.",16,0,0,1,"N","N","N","N","239865",26,"S"
793,"D","C","female","Miss.","Miss.",7,8,2,11,"Y","N","Y","C","CA. 2343",69.55,"S"
794,"D","A","male","Mr.","Mr.",41,0,0,1,"N","N","N","N","PC 17600",30.6958,"C"
795,"D","C","male","Mr.","Mr.",25,0,0,1,"N","N","N","N","349203",7.8958,"S"
796,"D","B","male","Mr.","Mr.",39,0,0,1,"N","N","N","N","28213",13,"S"
797,"S","A","female","Dr.","Mrs.",49,0,0,1,"N","N","N","N","17465",25.9292,"S"
798,"S","C","female","Mrs.","Mrs.",31,0,0,1,"N","N","N","N","349244",8.6833,"S"
799,"D","C","male","Mr.","Mr.",30,0,0,1,"N","N","N","N","2685",7.2292,"C"
800,"D","C","female","Mrs.","Mrs.",30,1,1,3,"N","Y","Y","P","345773",24.15,"S"
801,"D","B","male","Mr.","Mr.",34,0,0,1,"N","N","N","N","250647",13,"S"
802,"S","B","female","Mrs.","Mrs.",31,1,1,3,"N","Y","Y","P","C.A. 31921",26.25,"S"
803,"S","A","male","Master.","Master.",11,1,2,4,"Y","N","Y","C","113760",120,"S"
804,"S","C","male","Master.","Master.",1,0,1,2,"Y","N","N","C","2625",8.5167,"C"
805,"S","C","male","Mr.","Mr.",27,0,0,1,"N","N","N","N","347089",6.975,"S"
806,"D","C","male","Mr.","Mr.",31,0,0,1,"N","N","N","N","347063",7.775,"S"
807,"D","A","male","Mr.","Mr.",39,0,0,1,"N","N","N","N","112050",0,"S"
808,"D","C","female","Miss.","Miss.",18,0,0,1,"N","N","N","N","347087",7.775,"S"
809,"D","B","male","Mr.","Mr.",39,0,0,1,"N","N","N","N","248723",13,"S"
810,"S","A","female","Mrs.","Mrs.",33,1,0,2,"N","N","Y","N","113806",53.1,"S"
811,"D","C","male","Mr.","Mr.",26,0,0,1,"N","N","N","N","3474",7.8875,"S"
812,"D","C","male","Mr.","Mr.",39,0,0,1,"N","N","N","N","A/4 48871",24.15,"S"
813,"D","B","male","Mr.","Mr.",35,0,0,1,"N","N","N","N","28206",10.5,"S"
814,"D","C","female","Miss.","Miss.",6,4,2,7,"Y","N","Y","C","347082",31.275,"S"
815,"D","C","male","Mr.","Mr.",30,0,0,1,"N","N","N","N","364499",8.05,"S"
816,"D","A","male","Mr.","Mr.",41,0,0,1,"N","N","N","N","112058",0,"S"
817,"D","C","female","Miss.","Miss.",23,0,0,1,"N","N","N","N","STON/O2. 3101290",7.925,"S"
818,"D","B","male","Mr.","Mr.",31,1,1,3,"N","Y","Y","P","S.C./PARIS 2079",37.0042,"C"
819,"D","C","male","Mr.","Mr.",43,0,0,1,"N","N","N","N","C 7075",6.45,"S"
820,"D","C","male","Master.","Master.",10,3,2,6,"Y","N","Y","C","347088",27.9,"S"
821,"S","A","female","Mrs.","Mrs.",52,1,1,3,"N","Y","Y","P","12749",93.5,"S"
822,"S","C","male","Mr.","Mr.",27,0,0,1,"N","N","N","N","315098",8.6625,"S"
823,"D","A","male","Jonkheer.","Mr.",38,0,0,1,"N","N","N","N","19972",0,"S"
824,"S","C","female","Mrs.","Mrs.",27,0,1,2,"N","Y","N","P","392096",12.475,"S"
825,"D","C","male","Master.","Master.",2,4,1,6,"Y","N","Y","C","3101295",39.6875,"S"
826,"D","C","male","Mr.","Mr.",37,0,0,1,"N","N","N","N","368323",6.95,"Q"
827,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","1601",56.4958,"S"
828,"S","B","male","Master.","Master.",1,0,2,3,"Y","N","N","C","S.C./PARIS 2079",37.0042,"C"
829,"S","C","male","Mr.","Mr.",37,0,0,1,"N","N","N","N","367228",7.75,"Q"
830,"S","A","female","Mrs.","Mrs.",62,0,0,1,"N","N","N","N","113572",80,"C"
831,"S","C","female","Mrs.","Mrs.",15,1,0,2,"N","N","Y","N","2659",14.4542,"C"
832,"S","B","male","Master.","Master.",1,1,1,3,"N","Y","Y","P","29106",18.75,"S"
833,"D","C","male","Mr.","Mr.",25,0,0,1,"N","N","N","N","2671",7.2292,"C"
834,"D","C","male","Mr.","Mr.",23,0,0,1,"N","N","N","N","347468",7.8542,"S"
835,"D","C","male","Mr.","Mr.",18,0,0,1,"N","N","N","N","2223",8.3,"S"
836,"S","A","female","Miss.","Miss.",39,1,1,3,"Y","N","Y","C","PC 17756",83.1583,"C"
837,"D","C","male","Mr.","Mr.",21,0,0,1,"N","N","N","N","315097",8.6625,"S"
838,"D","C","male","Mr.","Mr.",28,0,0,1,"N","N","N","N","392092",8.05,"S"
839,"S","C","male","Mr.","Mr.",32,0,0,1,"N","N","N","N","1601",56.4958,"S"
840,"S","A","male","Mr.","Mr.",41,0,0,1,"N","N","N","N","11774",29.7,"C"
841,"D","C","male","Mr.","Mr.",20,0,0,1,"N","N","N","N","SOTON/O2 3101287",7.925,"S"
842,"D","B","male","Mr.","Mr.",16,0,0,1,"N","N","N","N","S.O./P.P. 3",10.5,"S"
843,"S","A","female","Miss.","Miss.",30,0,0,1,"N","N","N","N","113798",31,"C"
844,"D","C","male","Mr.","Mr.",34,0,0,1,"N","N","N","N","2683",6.4375,"C"
845,"D","C","male","Mr.","Mr.",17,0,0,1,"N","N","N","N","315090",8.6625,"S"
846,"D","C","male","Mr.","Mr.",42,0,0,1,"N","N","N","N","C.A. 5547",7.55,"S"
